cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness,Intrinsic_fitness
1,1000,0,0,1.0,1.0
101,748,1707,36,0.556746,0.416446
201,716,1789,32,0.539387,0.386201
301,713,1909,41,0.537921,0.383538
401,717,1955,31,0.524329,0.375944
501,680,1956,45,0.533264,0.36262
601,701,1993,38,0.568273,0.39836
701,686,2011,49,0.54434,0.373417
801,677,2043,48,0.557984,0.377755
901,686,2002,55,0.545663,0.374325
1001,698,2048,51,0.540372,0.37718
1101,730,2060,48,0.567594,0.414344
1201,691,2069,51,0.536061,0.370418
1301,694,1977,47,0.552069,0.383136
1401,685,2016,38,0.561529,0.384647
1501,709,2088,50,0.580411,0.411511
1601,673,2041,46,0.566028,0.380937
1701,714,2080,49,0.572162,0.408523
1801,692,2045,56,0.552998,0.382675
1901,716,2043,49,0.538283,0.38541
2001,699,2049,62,0.587359,0.410564
2101,650,2074,52,0.528324,0.34341
2201,697,2074,59,0.557626,0.388665
2301,676,2124,58,0.552685,0.373615
2401,709,2151,64,0.529147,0.375165
2501,703,2176,49,0.562463,0.395411
2601,688,2114,65,0.540597,0.37193
2701,674,2174,57,0.555634,0.374497
2801,691,2247,63,0.542708,0.375012
2901,683,2118,58,0.568036,0.387969
3001,711,2225,70,0.563064,0.400338
3101,654,2200,70,0.534794,0.349756
3201,675,2055,65,0.559275,0.377511
3301,721,2181,64,0.537411,0.387473
3401,695,2221,63,0.524205,0.364323
3501,705,2207,69,0.586131,0.413222
3601,687,2202,69,0.560226,0.384875
3701,629,2183,60,0.532879,0.335181
3801,630,2257,61,0.557335,0.351121
3901,691,2241,73,0.54753,0.378343
4001,655,2179,62,0.553649,0.36264
4101,679,2209,57,0.5617,0.381394
4201,666,2230,68,0.553,0.368298
4301,692,2237,60,0.558556,0.386521
4401,687,2240,67,0.542293,0.372555
4501,684,2174,64,0.516866,0.353536
4601,657,2225,72,0.563122,0.369971
4701,675,2185,67,0.578829,0.39071
4801,661,2155,61,0.566475,0.37444
4901,677,2206,72,0.542345,0.367167
5001,673,2257,63,0.520578,0.350349
5101,684,2195,75,0.553365,0.378502
5201,628,2111,56,0.541519,0.340074
5301,658,2153,56,0.552153,0.363317
5401,703,2276,65,0.513514,0.361
5501,695,2200,58,0.561996,0.390587
5601,674,2233,58,0.568104,0.382902
5701,656,2226,62,0.575809,0.37773
5801,674,2239,59,0.537341,0.362168
5901,714,2321,59,0.540359,0.385817
6001,651,2241,60,0.52471,0.341586
6101,682,2321,58,0.547234,0.373213
6201,661,2263,62,0.54605,0.360939
6301,670,2237,65,0.527519,0.353438
6401,690,2281,64,0.554638,0.3827
6501,695,2256,66,0.597069,0.414963
6601,696,2280,61,0.541696,0.37702
6701,656,2270,69,0.581318,0.381345
6801,700,2173,73,0.566456,0.396519
6901,639,2278,63,0.535233,0.342014
7001,657,2328,68,0.563026,0.369908
7101,710,2373,69,0.551522,0.391581
7201,661,2284,73,0.558107,0.368909
7301,686,2340,68,0.550543,0.377673
7401,676,2189,67,0.548891,0.37105
7501,661,2247,65,0.565946,0.37409
7601,659,2191,64,0.55818,0.367841
7701,654,2261,60,0.52317,0.342153
7801,679,2245,67,0.578163,0.392573
7901,675,2215,69,0.584397,0.394468
8001,698,2283,63,0.569561,0.397554
8101,666,2326,69,0.537442,0.357937
8201,692,2296,72,0.558832,0.386712
8301,686,2346,77,0.571827,0.392274
8401,682,2302,81,0.528665,0.360549
8501,646,2248,77,0.568709,0.367386
8601,669,2343,66,0.545503,0.364941
8701,691,2311,75,0.535972,0.370357
8801,685,2246,73,0.56535,0.387265
8901,704,2346,83,0.529195,0.372553
9001,640,2312,85,0.542777,0.347377
9101,694,2304,75,0.552301,0.383297
9201,673,2271,87,0.564867,0.380155
9301,668,2387,83,0.548349,0.366297
9401,686,2317,81,0.574365,0.394014
9501,655,2262,76,0.550707,0.360713
9601,670,2295,76,0.575818,0.385798
9701,698,2388,80,0.538194,0.375659
9801,696,2338,76,0.535077,0.372414
9901,673,2346,83,0.572587,0.385351
10001,660,2363,75,0.581269,0.383638
10101,664,2363,79,0.536901,0.356502
10201,685,2462,93,0.549433,0.376361
10301,683,2331,79,0.561959,0.383818
10401,661,2318,92,0.54459,0.359974
10501,692,2400,85,0.567187,0.392493
10601,672,2319,89,0.575616,0.386814
10701,674,2377,94,0.53413,0.360004
10801,672,2303,93,0.569832,0.382927
10901,654,2363,88,0.567438,0.371105
11001,678,2361,88,0.548407,0.37182
11101,701,2341,92,0.545816,0.382617
11201,676,2316,93,0.541068,0.365762
11301,665,2390,102,0.551246,0.366579
11401,691,2364,95,0.564747,0.39024
11501,672,2318,95,0.548163,0.368366
11601,638,2310,93,0.558489,0.356316
11701,681,2327,98,0.551553,0.375608
11801,672,2309,99,0.569685,0.382829
11901,679,2301,97,0.563143,0.382374
12001,681,2453,96,0.54262,0.369524
12101,679,2366,93,0.574109,0.38982
12201,651,2399,93,0.537719,0.350055
12301,648,2326,81,0.567254,0.36758
12401,676,2345,87,0.536884,0.362934
12501,690,2406,94,0.526958,0.363601
12601,685,2418,92,0.543878,0.372556
12701,681,2370,97,0.537273,0.365883
12801,680,2366,99,0.550633,0.37443
12901,687,2396,101,0.564215,0.387616
13001,667,2352,102,0.563566,0.375898
13101,674,2425,99,0.518031,0.349153
13201,676,2408,96,0.540615,0.365455
13301,701,2433,102,0.555121,0.38914
13401,697,2421,100,0.569731,0.397103
13501,701,2436,93,0.537318,0.37666
13601,662,2381,97,0.556237,0.368229
13701,681,2433,100,0.560516,0.381711
13801,681,2443,107,0.521835,0.35537
13901,666,2403,104,0.546695,0.364099
14001,717,2447,102,0.552346,0.396032
14101,659,2384,101,0.560963,0.369675
14201,690,2420,95,0.568162,0.392032
14301,664,2429,103,0.529753,0.351756
14401,683,2456,100,0.568336,0.388174
14501,665,2415,91,0.522983,0.347784
14601,686,2380,105,0.556079,0.38147
14701,682,2427,93,0.567283,0.386887
14801,710,2383,115,0.543261,0.385715
14901,674,2334,96,0.553738,0.37322
15001,693,2420,109,0.559509,0.38774
15101,681,2441,122,0.533305,0.36318
15201,695,2434,114,0.547462,0.380486
