cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness,Intrinsic_fitness
1,1000,0,0,1.0,1.0
101,765,2065,40,0.538052,0.41161
201,727,2026,38,0.542565,0.394445
301,737,2169,34,0.518639,0.382237
401,732,2362,57,0.537894,0.393739
501,703,2316,42,0.547588,0.384955
601,688,2326,51,0.546537,0.376017
701,739,2358,54,0.536832,0.396719
801,733,2411,59,0.56365,0.413155
901,700,2446,58,0.560762,0.392534
1001,708,2382,62,0.546749,0.387098
1101,712,2433,61,0.512875,0.365167
1201,687,2380,50,0.552081,0.37928
1301,708,2525,51,0.539324,0.381842
1401,709,2547,44,0.550573,0.390356
1501,680,2474,38,0.558675,0.379899
1601,694,2564,51,0.545954,0.378892
1701,696,2466,53,0.543512,0.378284
1801,714,2492,51,0.545875,0.389755
1901,710,2594,54,0.523332,0.371566
2001,694,2608,54,0.542585,0.376554
2101,718,2538,68,0.565326,0.405904
2201,651,2560,62,0.569023,0.370434
2301,697,2587,57,0.561153,0.391123
2401,714,2600,52,0.538747,0.384666
2501,668,2609,69,0.539418,0.360331
2601,681,2606,58,0.541242,0.368586
2701,707,2614,56,0.542822,0.383775
2801,695,2654,54,0.547224,0.380321
2901,709,2644,54,0.531272,0.376672
3001,688,2641,49,0.593736,0.40849
3101,704,2677,51,0.554042,0.390046
3201,654,2628,68,0.554088,0.362374
3301,678,2653,48,0.56656,0.384128
3401,683,2678,58,0.563777,0.385059
3501,671,2585,70,0.538298,0.361198
3601,655,2661,64,0.558769,0.365994
3701,695,2623,72,0.532088,0.369801
3801,733,2648,65,0.540154,0.395933
3901,708,2585,61,0.530778,0.37579
4001,697,2632,55,0.537988,0.374978
4101,679,2552,58,0.563665,0.382729
4201,671,2716,78,0.541821,0.363562
4301,688,2641,63,0.543179,0.373707
4401,663,2658,63,0.539989,0.358012
4501,675,2703,60,0.553572,0.373661
4601,724,2760,65,0.562696,0.407392
4701,684,2642,73,0.565395,0.38673
4801,678,2628,62,0.56215,0.381138
4901,708,2747,66,0.573347,0.405929
5001,688,2702,57,0.539522,0.371191
5101,704,2729,71,0.552827,0.38919
5201,728,2701,65,0.547277,0.398418
5301,704,2747,59,0.522647,0.367943
5401,672,2759,73,0.530092,0.356222
5501,678,2733,72,0.559434,0.379296
5601,735,2686,71,0.552023,0.405737
5701,718,2807,67,0.561247,0.402976
5801,743,2824,61,0.558058,0.414637
5901,684,2731,67,0.56307,0.38514
6001,722,2726,72,0.54392,0.39271
6101,685,2684,78,0.531236,0.363897
6201,672,2782,83,0.540505,0.363219
6301,675,2771,89,0.539247,0.363992
6401,680,2681,79,0.571937,0.388917
6501,666,2709,83,0.548953,0.365603
6601,694,2781,78,0.549839,0.381588
6701,657,2581,81,0.563796,0.370414
6801,678,2757,86,0.565451,0.383376
6901,694,2773,83,0.568007,0.394197
7001,685,2776,82,0.550206,0.376891
