cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness,Intrinsic_fitness
1,1000,0,0,1.0,1.0
101,831,3344,44,0.51164,0.425173
201,791,3639,43,0.497634,0.393629
301,788,3777,40,0.503991,0.397145
401,724,3806,44,0.49851,0.360921
501,766,4027,58,0.499507,0.382623
601,740,3936,57,0.500024,0.370018
701,724,3998,63,0.477803,0.345929
801,744,4067,69,0.505921,0.376405
901,714,4000,67,0.5096,0.363854
1001,727,4042,58,0.505409,0.367432
1101,741,3994,59,0.537266,0.398114
1201,743,4074,66,0.488944,0.363286
1301,733,4101,68,0.505057,0.370206
1401,713,4072,66,0.507828,0.362081
1501,723,4145,61,0.500707,0.362011
1601,723,4150,59,0.507762,0.367112
1701,704,4338,60,0.489606,0.344683
1801,723,4224,68,0.513679,0.37139
1901,730,4254,69,0.494062,0.360665
2001,717,4253,68,0.517405,0.370979
2101,686,4241,91,0.505269,0.346615
2201,694,4331,74,0.489808,0.339927
2301,710,4404,72,0.509863,0.362003
2401,672,4245,80,0.506506,0.340372
2501,692,4336,76,0.514618,0.356116
2601,721,4380,76,0.494799,0.35675
2701,697,4287,81,0.519644,0.362192
2801,724,4423,85,0.49095,0.355448
2901,642,4274,92,0.497072,0.31912
3001,693,4400,90,0.491614,0.340688
3101,674,4389,89,0.490026,0.330277
3201,684,4330,81,0.514078,0.351629
3301,723,4485,86,0.495945,0.358568
3401,704,4437,86,0.505278,0.355716
3501,688,4359,89,0.513931,0.353585
3601,735,4280,84,0.520701,0.382715
3701,699,4394,83,0.511725,0.357696
3801,732,4482,92,0.498204,0.364686
3901,697,4447,97,0.510232,0.355632
4001,708,4538,89,0.501383,0.354979
4101,686,4470,89,0.495208,0.339713
4201,695,4316,90,0.49561,0.344449
4301,696,4544,88,0.465788,0.324188
4401,696,4353,88,0.496673,0.345685
4501,702,4400,93,0.504035,0.353832
4601,686,4433,85,0.499247,0.342484
4701,675,4363,95,0.496661,0.335246
4801,685,4337,81,0.510386,0.349614
4901,671,4454,83,0.502543,0.337207
5001,707,4525,83,0.502469,0.355246
5101,711,4471,92,0.505142,0.359156
5201,680,4499,94,0.520831,0.354165
5301,697,4646,88,0.508464,0.354399
5401,702,4594,93,0.508628,0.357057
5501,679,4449,89,0.541733,0.367836
5601,691,4489,95,0.501451,0.346503
5701,658,4535,88,0.511401,0.336502
5801,731,4600,88,0.539408,0.394307
5901,673,4473,85,0.492839,0.331681
6001,676,4552,98,0.519291,0.35104
