cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness,Intrinsic_fitness
1,1000,0,0,1.0,1.0
101,803,3282,35,0.509007,0.408733
201,795,3688,31,0.493313,0.392184
301,742,3793,45,0.494383,0.366832
401,750,3842,52,0.520176,0.390132
501,748,4029,63,0.492819,0.368629
601,736,3967,61,0.516583,0.380205
701,742,4003,61,0.516102,0.382948
801,692,3936,56,0.522407,0.361506
901,735,4033,65,0.507351,0.372903
1001,776,4189,63,0.528832,0.410373
1101,720,4140,57,0.500682,0.360491
1201,730,4240,54,0.509342,0.37182
1301,685,4067,60,0.527377,0.361253
1401,739,4080,61,0.517757,0.382622
1501,693,4172,65,0.511907,0.354751
1601,715,4258,58,0.49424,0.353381
1701,731,4075,73,0.516064,0.377243
1801,722,4238,72,0.489831,0.353658
1901,744,4281,58,0.50524,0.375899
2001,700,4303,59,0.497921,0.348545
2101,690,4192,51,0.513907,0.354596
2201,662,4210,62,0.518211,0.343056
2301,689,4209,73,0.517296,0.356417
2401,696,4280,62,0.528615,0.367916
2501,681,4262,60,0.503178,0.342665
2601,724,4260,61,0.506162,0.366461
2701,694,4321,61,0.49638,0.344487
2801,681,4271,55,0.495849,0.337673
2901,725,4349,71,0.507136,0.367674
3001,696,4222,64,0.507945,0.35353
3101,722,4170,52,0.496372,0.358381
3201,702,4405,73,0.497002,0.348895
3301,717,4292,76,0.510753,0.36621
3401,681,4482,77,0.49611,0.337851
3501,702,4419,76,0.502347,0.352647
3601,692,4413,71,0.499091,0.345371
3701,698,4300,85,0.508152,0.35469
3801,645,4285,81,0.495667,0.319705
3901,691,4323,80,0.493965,0.34133
4001,703,4376,82,0.515251,0.362221
4101,647,4274,79,0.522511,0.338064
4201,666,4471,83,0.494769,0.329516
4301,669,4408,80,0.510976,0.341843
4401,673,4331,85,0.508077,0.341936
4501,687,4329,85,0.4832,0.331958
4601,718,4287,102,0.519274,0.372838
4701,698,4354,98,0.513112,0.358153
4801,700,4367,84,0.518877,0.363214
4901,664,4313,94,0.52159,0.346336
5001,687,4337,83,0.516084,0.35455
5101,670,4298,93,0.531915,0.356383
5201,705,4406,83,0.512636,0.361408
5301,730,4502,81,0.498049,0.363576
5401,721,4466,89,0.489706,0.353078
5501,706,4379,90,0.509497,0.359705
5601,686,4440,85,0.480197,0.329415
5701,701,4458,84,0.509817,0.357382
5801,699,4566,86,0.490785,0.343059
5901,659,4472,89,0.517745,0.341194
6001,720,4477,91,0.516979,0.372225
6101,726,4479,100,0.511351,0.371241
6201,720,4636,90,0.499881,0.359914
6301,669,4430,92,0.486669,0.325581
6401,662,4370,100,0.510739,0.338109
6501,692,4507,98,0.519363,0.359399
6601,719,4534,105,0.504437,0.36269
6701,715,4576,104,0.501961,0.358902
6801,704,4499,108,0.504501,0.355168
6901,699,4475,105,0.54042,0.377753
7001,682,4530,116,0.508281,0.346647
7101,666,4470,107,0.499243,0.332496
7201,685,4442,104,0.531239,0.363898
7301,705,4556,98,0.509806,0.359413
7401,676,4562,100,0.490939,0.331875
7501,644,4481,105,0.497538,0.320414
7601,674,4490,121,0.486478,0.327886
7701,700,4541,112,0.498794,0.349156
7801,671,4415,113,0.522213,0.350405
7901,671,4583,110,0.500934,0.336127
8001,651,4507,93,0.483473,0.314741
8101,691,4569,100,0.497376,0.343687
8201,676,4577,100,0.523647,0.353985
8301,673,4586,100,0.508781,0.34241
8401,671,4682,96,0.483779,0.324616
8501,648,4539,104,0.510116,0.330555
8601,658,4668,95,0.480938,0.316457
8701,677,4411,95,0.498329,0.337369
8801,652,4529,98,0.481306,0.313811
8901,691,4555,103,0.496067,0.342783
9001,643,4568,115,0.509155,0.327387
9101,636,4679,114,0.506457,0.322107
9201,672,4668,111,0.505904,0.339968
9301,663,4645,121,0.518309,0.343639
9401,647,4608,128,0.525923,0.340272
9501,687,4769,120,0.485601,0.333608
9601,672,4738,116,0.527979,0.354802
9701,635,4678,113,0.510015,0.323859
9801,658,4606,122,0.49811,0.327756
9901,663,4617,121,0.53769,0.356488
10001,689,4651,118,0.506958,0.349294
10101,650,4659,123,0.496178,0.322516
10201,652,4524,123,0.505752,0.32975
10301,629,4610,118,0.491423,0.309105
10401,634,4533,117,0.503333,0.319113
10501,651,4573,118,0.494664,0.322026
10601,673,4590,121,0.490686,0.330232
10701,640,4517,119,0.50715,0.324576
10801,656,4653,123,0.500929,0.32861
10901,652,4545,114,0.485051,0.316253
11001,656,4626,131,0.507125,0.332674
11101,673,4641,128,0.509858,0.343134
11201,639,4687,128,0.487189,0.311314
11301,622,4572,125,0.517209,0.321704
11401,638,4656,133,0.502615,0.320669
11501,671,4666,122,0.500301,0.335702
11601,636,4586,127,0.489609,0.311391
11701,618,4655,119,0.529672,0.327337
11801,613,4582,130,0.501792,0.307599
11901,679,4707,130,0.49619,0.336913
12001,676,4675,127,0.524043,0.354253
12101,630,4688,135,0.509908,0.321242
12201,674,4631,135,0.496312,0.334514
12301,658,4667,139,0.510083,0.335634
12401,669,4695,121,0.498248,0.333328
12501,625,4718,130,0.513414,0.320884
12601,655,4734,120,0.503476,0.329777
12701,630,4637,130,0.495192,0.311971
12801,642,4622,130,0.514635,0.330396
12901,625,4615,137,0.495306,0.309566
13001,648,4611,122,0.516367,0.334606
13101,624,4678,123,0.506028,0.315761
13201,657,4686,126,0.50461,0.331529
13301,683,4857,132,0.503355,0.343791
13401,630,4687,132,0.529109,0.333339
13501,648,4707,132,0.541487,0.350884
13601,658,4893,139,0.519431,0.341786
13701,646,4785,133,0.509498,0.329136
13801,626,4636,138,0.539053,0.337447
13901,618,4639,141,0.500797,0.309493
14001,652,4807,139,0.506021,0.329926
14101,654,4631,141,0.483446,0.316174
14201,661,4718,134,0.504621,0.333554
14301,623,4820,136,0.497485,0.309933
14401,632,4637,138,0.534398,0.337739
14501,680,4730,143,0.509896,0.346729
14601,656,4747,147,0.498492,0.32701
14701,645,4807,138,0.516508,0.333147
14801,629,4728,147,0.507984,0.319522
14901,668,4793,147,0.487285,0.325506
15001,639,4761,141,0.494657,0.316086
15101,617,4683,157,0.499108,0.30795
15201,685,4805,143,0.480617,0.329223
15301,635,4778,158,0.493532,0.313393
15401,620,4742,160,0.533943,0.331044
15501,657,4934,151,0.516513,0.339349
15601,615,4795,151,0.508092,0.312477
15701,651,4848,149,0.503149,0.32755
15801,641,4861,146,0.492054,0.315407
15901,635,4786,151,0.504191,0.320161
16001,611,4755,154,0.498319,0.304473
16101,622,4707,164,0.500515,0.31132
16201,639,4814,168,0.475395,0.303777
16301,649,4865,172,0.495413,0.321523
16401,600,4711,165,0.500163,0.300098
16501,601,4789,156,0.499459,0.300175
16601,623,4850,161,0.511302,0.318541
16701,638,4798,163,0.513235,0.327444
16801,659,4860,154,0.495403,0.32647
16901,623,4832,150,0.493787,0.307629
17001,627,4894,151,0.511851,0.32093
17101,605,5012,150,0.497401,0.300927
17201,635,4917,159,0.507438,0.322223
17301,633,4989,168,0.504225,0.319174
17401,642,5048,163,0.501728,0.322109
17501,655,4865,166,0.507256,0.332252
17601,635,4984,168,0.515764,0.32751
17701,640,5019,177,0.517822,0.331406
17801,612,4779,160,0.526844,0.322428
17901,633,5070,171,0.512041,0.324122
18001,627,4921,159,0.488292,0.306159
18101,656,4893,158,0.530253,0.347846
18201,609,5001,165,0.508631,0.309757
18301,634,4943,151,0.493609,0.312948
18401,619,5065,152,0.506514,0.313532
18501,623,5020,152,0.563097,0.35081
18601,626,5101,157,0.477521,0.298928
18701,624,5001,160,0.50601,0.31575
18801,646,5199,164,0.475307,0.307048
18901,620,4967,166,0.503806,0.31236
19001,613,5056,161,0.519331,0.31835
19101,643,5147,162,0.516422,0.332059
19201,636,5031,158,0.494998,0.314818
19301,642,5000,163,0.505755,0.324695
19401,644,5106,176,0.534977,0.344525
19501,629,5101,174,0.496486,0.31229
19601,643,5212,169,0.527676,0.339295
19701,650,5072,164,0.50487,0.328165
19801,594,5103,166,0.502554,0.298517
19901,660,5066,172,0.51548,0.340217
20001,616,5071,175,0.512972,0.31599
20101,630,5065,180,0.509151,0.320765
20201,597,5075,173,0.49733,0.296906
20301,647,4991,172,0.511698,0.331069
20401,642,5225,175,0.49922,0.320499
20501,615,5142,170,0.520219,0.319935
20601,641,5016,167,0.509362,0.326501
20701,609,5030,170,0.498392,0.303521
20801,563,5003,178,0.484123,0.272561
20901,639,5046,156,0.503339,0.321633
21001,633,5158,168,0.518113,0.327966
21101,625,5179,178,0.52973,0.331081
21201,637,5171,186,0.491136,0.312854
21301,618,5049,181,0.497179,0.307257
21401,618,5155,181,0.503479,0.31115
21501,618,5160,174,0.521814,0.322481
21601,611,5158,177,0.497796,0.304153
21701,619,5109,181,0.513721,0.317993
21801,613,5088,174,0.522934,0.320559
21901,632,5155,190,0.495863,0.313385
22001,615,5119,187,0.532905,0.327736
22101,630,5206,190,0.513617,0.323579
22201,626,5080,202,0.500084,0.313053
22301,595,5103,192,0.504376,0.300104
22401,619,5095,193,0.508912,0.315017
22501,583,5184,192,0.497957,0.290309
22601,621,5152,192,0.528551,0.32823
22701,611,5126,206,0.501884,0.306651
22801,620,5103,202,0.510156,0.316297
22901,610,5250,198,0.520021,0.317213
23001,614,5301,198,0.507651,0.311698
23101,588,5130,209,0.471319,0.277136
23201,622,5178,196,0.485781,0.302156
23301,660,5257,195,0.50077,0.330508
23401,598,5220,197,0.499318,0.298592
23501,615,5212,198,0.539132,0.331566
23601,604,5204,209,0.536239,0.323888
23701,585,5313,204,0.474081,0.277337
23801,612,5269,194,0.504499,0.308753
23901,620,5300,195,0.48059,0.297966
24001,625,5316,194,0.496943,0.310589
24101,573,5239,193,0.49618,0.284311
24201,612,5289,205,0.495455,0.303218
24301,612,5318,202,0.498867,0.305306
24401,599,5259,211,0.500878,0.300026
24501,582,5235,214,0.492263,0.286497
24601,611,5136,207,0.519932,0.317678
24701,631,5212,205,0.520917,0.328699
24801,609,5190,202,0.511921,0.31176
24901,581,5225,198,0.493147,0.286519
25001,585,5143,193,0.512849,0.300017
25101,601,5292,201,0.51246,0.307989
25201,588,5300,195,0.490989,0.288701
25301,605,5209,188,0.503025,0.30433
25401,600,5252,190,0.524932,0.314959
25501,571,5194,192,0.515827,0.294537
25601,581,5257,199,0.505517,0.293706
25701,570,5240,203,0.513564,0.292732
25801,590,5357,198,0.506741,0.298977
25901,567,5233,207,0.490337,0.278021
26001,536,5178,196,0.502106,0.269129
26101,600,5225,197,0.497676,0.298605
26201,585,5183,196,0.489998,0.286649
26301,594,5259,204,0.476926,0.283294
26401,590,5194,202,0.528518,0.311825
26501,582,5246,201,0.507998,0.295655
26601,567,5218,198,0.512013,0.290312
26701,588,5214,197,0.53398,0.31398
26801,574,5123,205,0.554448,0.318253
26901,597,5245,203,0.503388,0.300523
27001,599,5252,212,0.517205,0.309806
27101,603,5303,208,0.493552,0.297612
27201,566,5287,214,0.52848,0.29912
27301,552,5220,212,0.48715,0.268907
27401,569,5184,213,0.485373,0.276177
27501,572,5373,205,0.500359,0.286205
27601,572,5397,209,0.513845,0.293919
27701,551,5277,213,0.495564,0.273056
27801,572,5272,211,0.501141,0.286652
27901,556,5370,210,0.481973,0.267977
28001,607,5409,215,0.497553,0.302015
28101,597,5436,211,0.507691,0.303092
28201,581,5343,218,0.518659,0.301341
28301,576,5472,198,0.500689,0.288397
28401,606,5365,212,0.484416,0.293556
28501,599,5410,203,0.508809,0.304776
28601,591,5377,211,0.491181,0.290288
28701,595,5488,212,0.499854,0.297413
28801,567,5205,214,0.504814,0.286229
28901,557,5367,216,0.530663,0.295579
29001,599,5416,215,0.512047,0.306716
29101,593,5492,214,0.485414,0.287851
29201,580,5537,213,0.507379,0.29428
29301,574,5364,195,0.512605,0.294235
29401,538,5437,207,0.513813,0.276432
29501,588,5405,216,0.526735,0.30972
29601,590,5444,222,0.502286,0.296348
29701,551,5399,214,0.519959,0.286498
29801,577,5494,210,0.484892,0.279783
29901,559,5481,215,0.46549,0.260209
30001,597,5442,211,0.489906,0.292474
30101,548,5312,219,0.52665,0.288604
30201,581,5530,218,0.493641,0.286805
30301,570,5488,229,0.514152,0.293067
30401,610,5535,232,0.515148,0.31424
30501,563,5531,216,0.508685,0.28639
30601,570,5524,216,0.50481,0.287741
30701,607,5515,219,0.524476,0.318357
30801,566,5381,216,0.525912,0.297666
30901,564,5568,224,0.503859,0.284177
31001,561,5486,221,0.492433,0.276255
31101,567,5468,223,0.512454,0.290561
31201,561,5465,222,0.50535,0.283501
31301,560,5510,230,0.470878,0.263692
31401,585,5474,228,0.502225,0.293802
31501,541,5387,226,0.505172,0.273298
31601,552,5498,227,0.531157,0.293199
31701,572,5520,228,0.495442,0.283393
31801,551,5400,236,0.516657,0.284678
31901,533,5531,227,0.507361,0.270423
32001,563,5497,230,0.514244,0.289519
32101,541,5532,232,0.495293,0.267953
32201,554,5545,225,0.487893,0.270293
32301,553,5570,223,0.498444,0.27564
32401,556,5625,226,0.494601,0.274998
32501,545,5459,226,0.505253,0.275363
32601,534,5538,223,0.531346,0.283739
32701,517,5348,221,0.535565,0.276887
32801,512,5501,228,0.510252,0.261249
32901,549,5491,225,0.501194,0.275156
33001,536,5505,216,0.530671,0.28444
33101,563,5520,219,0.521849,0.293801
33201,536,5612,219,0.484036,0.259443
33301,555,5614,221,0.498134,0.276464
33401,555,5632,221,0.500512,0.277784
33501,537,5543,203,0.500671,0.26886
33601,541,5518,220,0.502475,0.271839
33701,553,5536,234,0.512803,0.28358
33801,520,5491,222,0.522297,0.271594
33901,515,5453,227,0.486419,0.250506
34001,544,5536,225,0.494857,0.269202
34101,529,5487,228,0.520668,0.275433
34201,515,5434,220,0.518811,0.267187
