cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness,Intrinsic_fitness
1,1000,0,0,1.0,1.0
101,734,1978,26,0.50457,0.370354
201,715,2003,36,0.51488,0.368139
301,665,2004,36,0.532637,0.354203
401,664,2035,45,0.514146,0.341393
501,706,2021,41,0.539534,0.380911
601,682,1986,43,0.515307,0.351439
701,701,2130,38,0.521657,0.365681
801,665,2105,43,0.535047,0.355806
901,620,2005,44,0.525742,0.32596
1001,641,2059,56,0.521477,0.334267
1101,667,2041,54,0.52747,0.351823
1201,676,2142,50,0.535903,0.36227
1301,671,2113,47,0.524266,0.351782
1401,646,2067,56,0.516468,0.333638
1501,722,2130,54,0.556888,0.402073
1601,696,2122,53,0.533214,0.371117
1701,662,2096,50,0.533981,0.353495
1801,654,2120,51,0.519324,0.339638
1901,662,2055,59,0.509921,0.337568
2001,653,2197,57,0.534558,0.349067
2101,684,2164,59,0.560374,0.383296
2201,659,2127,56,0.4958,0.326732
2301,683,2181,62,0.513202,0.350517
2401,685,2135,55,0.508401,0.348255
2501,644,2155,53,0.530201,0.341449
2601,615,2063,60,0.530841,0.326467
2701,664,2122,61,0.509147,0.338074
2801,641,2087,61,0.545079,0.349395
2901,675,2099,74,0.533089,0.359835
3001,672,2167,79,0.53195,0.35747
3101,685,2127,67,0.526273,0.360497
3201,683,2112,68,0.566439,0.386878
3301,637,2074,58,0.538774,0.343199
3401,672,2191,66,0.518901,0.348701
3501,680,2183,73,0.522588,0.35536
3601,644,2141,59,0.51327,0.330546
3701,673,2151,71,0.532318,0.35825
3801,692,2182,58,0.533208,0.36898
3901,636,2194,57,0.509049,0.323755
4001,674,2204,55,0.491804,0.331476
4101,692,2165,69,0.517099,0.357833
4201,673,2160,61,0.530581,0.357081
4301,682,2076,65,0.5381,0.366984
4401,675,2120,70,0.534932,0.361079
4501,657,2128,79,0.559108,0.367334
4601,680,2202,67,0.50666,0.344529
4701,667,2203,65,0.513611,0.342579
4801,682,2217,67,0.527837,0.359985
4901,667,2153,70,0.518891,0.3461
5001,685,2192,74,0.521542,0.357256
5101,613,2142,76,0.523264,0.320761
5201,652,2172,76,0.513299,0.334671
5301,674,2186,69,0.524024,0.353192
5401,652,2087,78,0.533351,0.347745
5501,650,2138,66,0.532872,0.346367
5601,631,2279,65,0.513659,0.324119
5701,661,2166,66,0.514664,0.340193
5801,600,2136,70,0.535497,0.321298
5901,678,2238,75,0.524442,0.355571
6001,682,2211,75,0.541835,0.369532
6101,657,2117,71,0.496658,0.326304
6201,651,2152,75,0.52755,0.343435
6301,634,2102,66,0.512514,0.324934
6401,621,2048,74,0.51761,0.321436
6501,675,2147,54,0.531272,0.358609
6601,665,2184,62,0.497968,0.331149
6701,651,2162,74,0.555382,0.361553
6801,630,2103,74,0.53082,0.334417
6901,642,2167,70,0.518401,0.332814
7001,663,2204,70,0.529772,0.351239
7101,661,2072,70,0.541278,0.357785
7201,711,2161,68,0.523512,0.372217
7301,674,2234,77,0.508807,0.342936
7401,700,2203,83,0.540125,0.378087
7501,700,2235,73,0.5352,0.37464
7601,684,2226,74,0.513869,0.351487
7701,667,2176,82,0.517382,0.345094
7801,651,2121,76,0.541453,0.352486
7901,688,2186,79,0.548543,0.377398
8001,711,2287,84,0.515578,0.366576
8101,697,2129,79,0.508464,0.3544
8201,686,2219,84,0.535559,0.367394
8301,687,2108,81,0.573239,0.393815
8401,689,2261,81,0.51533,0.355062
8501,654,2228,79,0.507448,0.331871
8601,633,2239,85,0.490822,0.31069
8701,670,2145,81,0.527317,0.353302
8801,688,2235,91,0.522411,0.359419
8901,682,2124,78,0.515904,0.351847
9001,656,2183,84,0.530046,0.34771
9101,645,2211,87,0.508796,0.328174
9201,654,2174,94,0.513961,0.33613
9301,675,2160,89,0.549718,0.37106
9401,651,2266,86,0.509797,0.331878
9501,690,2330,81,0.503313,0.347286
9601,653,2206,76,0.535789,0.34987
9701,665,2277,90,0.49807,0.331217
9801,658,2147,78,0.54203,0.356656
9901,656,2202,81,0.512594,0.336262
10001,654,2177,92,0.544783,0.356288
10101,674,2267,104,0.498378,0.335907
10201,702,2168,93,0.532393,0.37374
10301,660,2211,102,0.522052,0.344554
10401,691,2155,94,0.531936,0.367568
10501,703,2305,95,0.54883,0.385828
10601,692,2145,101,0.532795,0.368694
10701,653,2216,93,0.52683,0.34402
10801,646,2193,115,0.496623,0.320819
10901,691,2243,106,0.525009,0.362781
11001,671,2327,100,0.523651,0.35137
11101,672,2245,116,0.551832,0.370831
11201,693,2332,105,0.502483,0.348221
11301,676,2268,106,0.534764,0.361501
11401,695,2310,105,0.514758,0.357757
11501,696,2281,105,0.520728,0.362427
11601,728,2327,101,0.530804,0.386426
11701,667,2263,117,0.519133,0.346262
11801,711,2330,107,0.53331,0.379184
11901,682,2314,125,0.531859,0.362728
12001,698,2297,122,0.559612,0.390609
12101,662,2255,128,0.536397,0.355095
12201,677,2326,124,0.536892,0.363476
12301,683,2345,127,0.531511,0.363022
12401,679,2357,125,0.514635,0.349437
12501,654,2277,128,0.5637,0.36866
12601,691,2261,125,0.556638,0.384637
12701,663,2281,127,0.50833,0.337023
12801,702,2237,137,0.548767,0.385235
12901,672,2331,120,0.531475,0.357151
13001,674,2319,123,0.543896,0.366586
13101,701,2359,125,0.523839,0.367211
13201,676,2247,129,0.504998,0.341378
13301,676,2317,132,0.513214,0.346932
13401,670,2375,124,0.517194,0.34652
13501,721,2363,119,0.527795,0.38054
13601,690,2247,128,0.548936,0.378766
13701,662,2272,131,0.519418,0.343855
13801,680,2276,125,0.514767,0.350042
13901,674,2343,115,0.535879,0.361183
14001,689,2369,116,0.528998,0.364479
14101,712,2379,121,0.554621,0.39489
14201,689,2415,120,0.519234,0.357753
14301,703,2445,119,0.497562,0.349786
14401,695,2315,119,0.540977,0.375979
14501,680,2319,124,0.51564,0.350635
14601,660,2408,123,0.513268,0.338757
14701,677,2267,125,0.506019,0.342575
14801,682,2279,130,0.527061,0.359455
14901,704,2343,120,0.53787,0.37866
15001,631,2214,126,0.52106,0.328789
15101,672,2411,124,0.51277,0.344581
15201,724,2310,127,0.546075,0.395358
15301,682,2284,134,0.505979,0.345078
15401,663,2343,137,0.519844,0.344657
15501,678,2334,129,0.528408,0.35826
15601,700,2369,123,0.526951,0.368866
15701,747,2352,133,0.505971,0.37796
15801,658,2321,126,0.521151,0.342918
15901,704,2435,144,0.510428,0.359341
16001,701,2383,129,0.541177,0.379365
16101,720,2455,146,0.526413,0.379017
16201,678,2288,132,0.535021,0.362744
16301,712,2332,137,0.524832,0.37368
16401,698,2380,147,0.526744,0.367667
16501,684,2317,142,0.519854,0.35558
16601,710,2390,141,0.514607,0.365371
16701,710,2372,141,0.508204,0.360825
16801,726,2382,143,0.538749,0.391132
16901,697,2336,144,0.555691,0.387317
17001,714,2466,140,0.51307,0.366332
17101,702,2447,144,0.524237,0.368014
17201,667,2378,136,0.497337,0.331724
17301,730,2427,136,0.525785,0.383823
17401,729,2368,139,0.529708,0.386157
17501,734,2451,140,0.521996,0.383145
17601,707,2446,141,0.509825,0.360446
17701,712,2348,143,0.524678,0.37357
17801,714,2389,137,0.523041,0.373451
17901,687,2413,151,0.518187,0.355994
18001,758,2404,150,0.502538,0.380924
18101,692,2303,151,0.515013,0.356389
18201,718,2355,155,0.529521,0.380196
18301,697,2375,154,0.537765,0.374822
18401,679,2341,145,0.501126,0.340265
18501,665,2372,148,0.514073,0.341858
18601,724,2346,159,0.546626,0.395757
18701,712,2416,158,0.534146,0.380312
18801,723,2370,156,0.519434,0.375551
18901,718,2463,155,0.492165,0.353374
19001,696,2416,150,0.533466,0.371292
19101,732,2399,148,0.513196,0.375659
19201,691,2319,162,0.531076,0.366974
19301,718,2389,161,0.51921,0.372793
19401,681,2352,144,0.51983,0.354004
19501,693,2407,159,0.526051,0.364553
19601,685,2421,160,0.509006,0.348669
19701,694,2361,153,0.538321,0.373595
19801,674,2332,155,0.526547,0.354893
19901,732,2408,147,0.569672,0.417
20001,727,2450,152,0.503932,0.366359
20101,671,2374,164,0.535179,0.359105
20201,681,2433,171,0.514102,0.350103
20301,699,2452,163,0.544141,0.380354
20401,687,2351,161,0.547279,0.375981
20501,692,2397,164,0.516796,0.357623
20601,706,2380,161,0.527551,0.372451
20701,744,2462,174,0.528392,0.393124
20801,708,2474,160,0.498611,0.353017
20901,737,2479,161,0.537138,0.395871
21001,698,2361,168,0.529927,0.369889
21101,754,2544,154,0.53859,0.406097
21201,722,2525,160,0.545203,0.393637
21301,714,2478,158,0.523455,0.373747
21401,725,2427,169,0.530961,0.384947
21501,694,2405,166,0.522317,0.362488
21601,710,2497,159,0.53776,0.38181
21701,712,2415,168,0.574758,0.409227
21801,686,2420,157,0.521771,0.357935
21901,714,2429,171,0.533512,0.380928
22001,730,2449,161,0.529581,0.386594
22101,747,2478,166,0.533375,0.398431
22201,772,2510,167,0.522147,0.403098
22301,716,2465,165,0.543396,0.389072
22401,707,2456,174,0.522819,0.369633
22501,687,2533,166,0.535412,0.367828
22601,688,2337,161,0.528491,0.363602
22701,728,2450,179,0.507168,0.369218
22801,715,2421,160,0.523197,0.374086
22901,697,2383,177,0.524164,0.365343
23001,720,2466,162,0.53864,0.387821
23101,710,2451,176,0.541104,0.384184
23201,735,2538,163,0.538644,0.395904
23301,703,2482,175,0.539291,0.379121
23401,736,2484,167,0.511502,0.376465
23501,691,2462,175,0.547297,0.378182
23601,666,2431,178,0.51257,0.341371
23701,719,2490,177,0.48707,0.350204
23801,700,2478,169,0.531998,0.372398
23901,726,2485,164,0.532489,0.386587
24001,738,2595,173,0.510753,0.376936
24101,690,2475,167,0.526352,0.363183
24201,681,2542,164,0.512071,0.34872
24301,702,2401,176,0.551373,0.387064
24401,744,2542,187,0.509903,0.379368
24501,760,2594,190,0.49977,0.379825
24601,719,2527,180,0.541748,0.389517
24701,709,2523,178,0.552717,0.391876
24801,702,2531,183,0.51493,0.361481
24901,773,2558,181,0.512429,0.396107
25001,745,2525,172,0.523352,0.389897
25101,696,2483,185,0.530921,0.369521
25201,713,2557,172,0.550378,0.39242
25301,711,2455,179,0.521984,0.371131
25401,703,2481,187,0.534771,0.375944
25501,716,2492,187,0.504227,0.361027
25601,744,2481,174,0.539757,0.401579
25701,710,2510,179,0.532983,0.378418
25801,729,2492,185,0.5304,0.386662
25901,689,2487,181,0.533947,0.36789
26001,743,2493,175,0.538274,0.399937
26101,678,2440,183,0.529673,0.359118
26201,719,2488,180,0.537668,0.386583
26301,726,2492,178,0.519681,0.377289
26401,714,2518,183,0.529277,0.377904
26501,725,2531,188,0.503986,0.36539
26601,748,2518,195,0.52528,0.39291
