cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness,Intrinsic_fitness
1,1000,0,0,1.0,1.0
101,743,2934,32,0.51134,0.379926
201,712,3175,37,0.482504,0.343543
301,683,3234,46,0.498492,0.34047
401,678,3078,52,0.487218,0.330333
501,691,3094,44,0.512526,0.354155
601,694,3221,45,0.507876,0.352466
701,661,3266,50,0.507982,0.335776
801,680,3265,52,0.497921,0.338586
901,678,3140,48,0.511864,0.347043
1001,689,3281,39,0.507943,0.349973
1101,651,3111,44,0.49757,0.323918
1201,647,3138,53,0.518141,0.335237
1301,686,3220,57,0.524676,0.359928
1401,652,3172,55,0.523825,0.341534
1501,644,3200,57,0.522145,0.336261
1601,653,3219,70,0.498696,0.325648
1701,675,3346,62,0.477743,0.322477
1801,650,3196,55,0.51442,0.334373
1901,645,3210,57,0.490681,0.316489
2001,658,3192,60,0.513664,0.337991
2101,631,3157,69,0.519837,0.328017
2201,631,3198,73,0.506586,0.319656
2301,649,3302,52,0.501598,0.325537
2401,670,3334,62,0.518965,0.347706
2501,650,3229,63,0.476568,0.309769
2601,648,3249,70,0.496394,0.321664
2701,641,3173,69,0.514455,0.329766
2801,615,3238,65,0.504893,0.310509
2901,623,3198,77,0.51124,0.318502
3001,658,3249,64,0.491641,0.3235
3101,649,3182,64,0.50708,0.329095
3201,670,3250,58,0.498164,0.33377
3301,604,3161,69,0.49569,0.299397
3401,640,3222,75,0.493789,0.316025
3501,659,3201,79,0.520469,0.342989
3601,675,3186,82,0.51096,0.344898
3701,613,3175,78,0.493598,0.302576
3801,619,3171,69,0.513792,0.318037
3901,644,3245,58,0.52225,0.336329
4001,651,3124,78,0.508891,0.331288
4101,632,3226,59,0.509483,0.321993
4201,638,3155,57,0.5074,0.323721
4301,646,3255,50,0.516331,0.33355
4401,640,3197,67,0.511882,0.327605
4501,639,3188,65,0.498717,0.31868
4601,635,3291,70,0.499992,0.317495
4701,645,3239,58,0.543565,0.3506
4801,619,3212,66,0.486393,0.301077
4901,658,3309,53,0.514829,0.338757
5001,656,3245,58,0.516564,0.338866
5101,642,3264,66,0.511955,0.328675
5201,621,3225,52,0.495609,0.307773
5301,604,3166,63,0.542757,0.327825
5401,631,3273,67,0.508424,0.320816
5501,611,3326,64,0.504096,0.308002
5601,611,3375,65,0.494236,0.301978
5701,596,3288,70,0.526551,0.313824
5801,605,3149,63,0.525115,0.317695
5901,564,3078,67,0.504944,0.284788
6001,596,3204,77,0.512952,0.305719
6101,607,3258,74,0.482123,0.292649
6201,626,3176,73,0.507714,0.317829
6301,588,3104,63,0.510532,0.300193
6401,599,3184,70,0.474964,0.284503
6501,577,3209,71,0.484235,0.279403
6601,627,3240,65,0.514138,0.322365
6701,624,3312,75,0.491577,0.306744
6801,613,3205,72,0.515635,0.316084
6901,649,3353,69,0.500985,0.325139
7001,597,3238,73,0.509968,0.304451
7101,605,3213,88,0.498551,0.301623
7201,626,3146,81,0.507309,0.317576
7301,630,3246,77,0.505677,0.318577
7401,596,3088,74,0.517863,0.308646
7501,588,3219,80,0.512572,0.301392
7601,640,3237,81,0.507853,0.325026
7701,580,3084,70,0.498536,0.289151
7801,606,3182,78,0.475632,0.288233
7901,568,3154,74,0.489487,0.278029
8001,593,3085,80,0.538005,0.319037
8101,595,3212,82,0.533106,0.317198
8201,603,3195,76,0.497732,0.300132
8301,618,3196,75,0.536099,0.331309
