cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness,Intrinsic_fitness
1,1000,0,0,1.0,1.0
101,725,2908,41,0.510982,0.370462
201,716,3120,43,0.517242,0.370345
301,689,3123,46,0.500632,0.344936
401,682,3113,37,0.500037,0.341025
501,683,3178,55,0.532732,0.363856
601,663,3194,38,0.517436,0.34306
701,704,3225,52,0.492875,0.346984
801,718,3228,53,0.514846,0.36966
901,669,3110,59,0.527828,0.353117
1001,682,3110,60,0.517858,0.353179
1101,650,3073,57,0.504856,0.328156
1201,672,3293,68,0.508167,0.341488
1301,625,3209,54,0.559669,0.349793
1401,652,3174,58,0.540217,0.352221
1501,642,3125,71,0.528395,0.33923
1601,662,3205,79,0.515707,0.341398
1701,646,3376,63,0.503053,0.324972
1801,639,3232,61,0.50671,0.323787
1901,642,3223,61,0.48785,0.3132
2001,683,3259,63,0.512298,0.3499
2101,619,3144,75,0.511822,0.316818
2201,624,3212,76,0.489455,0.30542
2301,660,3277,71,0.515947,0.340525
2401,636,3209,68,0.508913,0.323669
2501,673,3221,71,0.521116,0.350711
2601,655,3283,70,0.497685,0.325984
2701,662,3204,72,0.520647,0.344668
2801,648,3313,77,0.513808,0.332947
2901,634,3275,63,0.499485,0.316674
3001,626,3403,66,0.494955,0.309842
3101,666,3318,55,0.521161,0.347093
3201,624,3265,64,0.505067,0.315162
3301,652,3263,65,0.501853,0.327208
3401,610,3216,74,0.504862,0.307966
3501,654,3263,91,0.506516,0.331261
3601,645,3290,70,0.526462,0.339568
3701,639,3313,75,0.495681,0.31674
3801,662,3337,68,0.483836,0.320299
3901,631,3237,68,0.492862,0.310996
4001,604,3252,73,0.52605,0.317734
4101,619,3270,74,0.513456,0.317829
4201,672,3352,78,0.489601,0.329012
4301,658,3404,79,0.503182,0.331094
4401,666,3317,77,0.522144,0.347748
4501,637,3289,69,0.526451,0.335349
4601,625,3295,63,0.482467,0.301542
4701,655,3332,78,0.508357,0.332974
4801,629,3338,71,0.469094,0.29506
4901,616,3375,78,0.494318,0.3045
5001,632,3435,70,0.503038,0.31792
5101,657,3397,88,0.518095,0.340389
5201,651,3275,84,0.490923,0.319591
5301,644,3321,68,0.527464,0.339687
5401,683,3323,81,0.486578,0.332333
5501,642,3340,67,0.492996,0.316504
5601,662,3292,83,0.502247,0.332488
5701,658,3400,70,0.487406,0.320713
5801,656,3373,78,0.512828,0.336415
5901,617,3348,70,0.496474,0.306325
6001,678,3344,80,0.507577,0.344137
6101,644,3259,82,0.508679,0.327589
6201,674,3374,77,0.498963,0.336301
6301,612,3260,68,0.518865,0.317546
6401,599,3280,78,0.50535,0.302704
6501,660,3307,83,0.500026,0.330017
6601,635,3238,79,0.503567,0.319765
6701,637,3427,87,0.496669,0.316378
6801,632,3293,77,0.508285,0.321236
6901,619,3339,85,0.505986,0.313205
7001,637,3327,86,0.520178,0.331354
7101,641,3319,85,0.518857,0.332588
7201,627,3313,99,0.518138,0.324873
7301,645,3194,98,0.502903,0.324373
7401,643,3402,84,0.506777,0.325858
7501,638,3460,91,0.51786,0.330395
7601,604,3263,93,0.486016,0.293553
7701,614,3274,87,0.498796,0.306261
7801,666,3299,96,0.500744,0.333496
7901,635,3360,104,0.499625,0.317262
8001,600,3299,96,0.49329,0.295974
8101,605,3293,96,0.506881,0.306663
8201,609,3298,93,0.505529,0.307867
8301,644,3366,109,0.501978,0.323274
8401,606,3333,101,0.489774,0.296803
8501,584,3201,103,0.496623,0.290028
8601,619,3237,91,0.512859,0.31746
8701,648,3404,91,0.496522,0.321746
8801,609,3201,86,0.500703,0.304928
8901,609,3298,94,0.491736,0.299467
9001,610,3325,96,0.521717,0.318247
9101,646,3226,91,0.508058,0.328205
9201,580,3194,90,0.515482,0.29898
9301,623,3239,106,0.529238,0.329715
9401,618,3342,101,0.504779,0.311953
9501,580,3224,91,0.501412,0.290819
9601,607,3322,93,0.495065,0.300505
9701,646,3316,85,0.529175,0.341847
9801,611,3295,98,0.509875,0.311534
9901,619,3301,98,0.498049,0.308292
10001,580,3328,86,0.514985,0.298691
10101,607,3306,101,0.514653,0.312394
